iter	Passed	Remaining
414	3206	8384
415	3214	8377
416	3223	8371
417	3230	8361
418	3237	8351
419	3245	8344
420	3251	8334
421	3258	8322
422	3265	8315
423	3274	8309
424	3281	8300
425	3288	8291
426	3296	8284
427	3304	8276
428	3312	8270
429	3321	8266
430	3330	8260
431	3337	8251
432	3345	8245
433	3352	8235
434	3360	8227
435	3369	8222
436	3377	8215
437	3384	8206
438	3391	8197
439	3400	8191
440	3407	8183
441	3415	8174
442	3422	8166
443	3430	8158
444	3437	8150
445	3446	8145
446	3454	8137
447	3462	8129
448	3469	8122
449	3478	8116
450	3485	8107
451	3495	8103
452	3502	8094
453	3510	8087
454	3518	8080
455	3526	8074
456	3534	8066
457	3541	8058
458	3550	8052
459	3557	8042
460	3566	8038
461	3574	8029
462	3581	8022
463	3589	8013
464	3597	8007
465	3604	7998
466	3613	7991
467	3621	7984
468	3628	7977
469	3637	7971
470	3644	7962
471	3652	7954
472	3660	7948
473	3668	7940
474	3677	7934
475	3685	7928
476	3693	7921
477	3701	7914
478	3710	7908
479	3718	7901
480	3727	7895
481	3734	7886
482	3741	7877
483	3748	7869
484	3756	7862
485	3764	7854
486	3772	7847
487	3780	7839
488	3788	7832
489	3795	7823
490	3803	7815
491	3811	7809
492	3819	7802
493	3827	7794
494	3835	7787
495	3842	7777
496	3850	7769
497	3857	7761
498	3864	7752
499	3873	7746
500	3881	7738
501	3888	7729
502	3895	7720
503	3904	7715
504	3912	7708
505	3921	7703
506	3930	7697
507	3938	7690
508	3946	7683
509	3953	7674
510	3960	7666
511	3969	7659
512	3976	7651
513	3986	7646
514	3993	7637
515	4001	7630
516	4009	7623
517	4016	7613
518	4024	7606
519	4032	7599
520	4039	7590
521	4047	7583
522	4055	7575
523	4062	7567
524	4069	7558
525	4077	7549
526	4086	7544
527	4095	7538
528	4103	7532
529	4111	7525
530	4119	7517
531	4127	7509
532	4135	7502
533	4142	7493
534	4150	7486
535	4157	7477
536	4164	7468
537	4171	7459
538	4179	7450
539	4187	7444
540	4194	7435
541	4201	7427
542	4208	7418
543	4216	7409
544	4224	7402
545	4232	7395
546	4240	7388
547	4248	7379
548	4254	7370
549	4259	7357
550	4267	7349
551	4275	7342
552	4283	7335
553	4291	7327
554	4299	7320
555	4307	7313
556	4315	7306
557	4323	7298
558	4331	7292
559	4338	7282
560	4346	7275
561	4354	7267
562	4361	7258
563	4369	7251
564	4377	7243
565	4385	7236
566	4392	7227
567	4399	7218
568	4407	7211
569	4414	7203
570	4421	7193
571	4429	7187
572	4438	7180
573	4446	7172
574	4453	7164
575	4462	7158
576	4470	7151
577	4478	7143
578	4486	7136
579	4494	7129
580	4502	7122
581	4511	7116
582	4518	7107
583	4527	7100
584	4534	7092
585	4543	7087
586	4551	7079
587	4558	7070
588	4567	7065
589	4574	7056
590	4583	7049
591	4591	7042
592	4599	7034
593	4606	7026
594	4613	7016
595	4620	7008
596	4629	7001
597	4636	6994
598	4646	6989
599	4654	6981
600	4662	6974
601	4670	6966
602	4678	6959
603	4687	6953
604	4695	6946
605	4702	6937
606	4710	6930
607	4719	6923
608	4727	6916
609	4735	6909
610	4743	6901
611	4751	6894
612	4759	6886
613	4766	6878
614	4774	6869
615	4782	6862
616	4790	6855
617	4797	6847
618	4804	6838
619	4813	6831
620	4820	6823
621	4827	6814
622	4835	6806
623	4843	6798
624	4850	6790
625	4857	6781
626	4864	6773
627	4872	6765
628	4880	6758
629	4889	6751
630	4897	6745
631	4905	6736
632	4912	6727
633	4918	6718
634	4927	6711
635	4935	6704
636	4942	6696
637	4951	6690
638	4959	6682
639	4966	6673
640	4973	6665
641	4981	6657
642	4989	6650
643	4997	6642
644	5006	6635
645	5015	6630
646	5022	6621
647	5030	6613
648	5038	6607
649	5047	6600
650	5054	6591
651	5063	6585
652	5070	6576
653	5079	6570
654	5088	6564
655	5096	6556
656	5105	6550
657	5112	6542
658	5119	6533
659	5126	6525
660	5135	6518
661	5143	6511
662	5151	6502
663	5159	6495
664	5167	6487
665	5175	6481
666	5183	6472
667	5191	6465
668	5197	6456
669	5205	6448
670	5211	6439
671	5219	6430
672	5227	6423
673	5235	6415
674	5243	6408
675	5251	6400
676	5259	6393
677	5266	6385
678	5274	6377
679	5281	6369
680	5289	6361
681	5297	6353
682	5305	6346
683	5313	6338
684	5321	6331
685	5328	6322
686	5335	6314
687	5341	6304
688	5349	6296
689	5357	6289
690	5364	6280
691	5371	6272
692	5378	6263
693	5385	6254
694	5391	6245
695	5400	6238
696	5408	6230
697	5414	6221
698	5421	6212
699	5427	6203
700	5434	6194
701	5442	6186
702	5448	6177
703	5456	6170
704	5465	6162
705	5472	6154
706	5479	6145
707	5486	6137
708	5494	6129
709	5502	6122
710	5510	6114
711	5517	6106
712	5525	6098
713	5533	6091
714	5541	6084
715	5550	6077
716	5558	6069
717	5563	6059
718	5569	6050
719	5576	6040
720	5582	6031
721	5588	6022
722	5596	6014
723	5603	6005
724	5609	5996
725	5615	5986
726	5621	5977
727	5628	5968
728	5634	5959
729	5641	5950
730	5647	5941
731	5654	5932
732	5660	5923
733	5666	5913
734	5674	5905
735	5681	5897
736	5688	5889
737	5696	5882
738	5703	5873
739	5711	5865
740	5719	5858
741	5728	5851
742	5735	5843
743	5743	5836
744	5750	5828
745	5758	5819
746	5765	5811
747	5772	5803
748	5781	5796
749	5788	5788
750	5797	5781
751	5804	5773
752	5811	5764
753	5818	5756
754	5825	5748
755	5833	5740
756	5841	5733
757	5849	5726
758	5857	5718
759	5865	5711
760	5873	5703
761	5879	5694
762	5888	5687
763	5895	5679
764	5903	5671
765	5911	5664
766	5918	5656
767	5926	5648
768	5934	5641
769	5942	5633
770	5950	5626
771	5957	5617
772	5965	5610
773	5972	5601
774	5978	5592
775	5986	5585
776	5994	5577
777	6002	5570
778	6010	5563
779	6018	5555
780	6025	5547
781	6034	5540
782	6042	5532
783	6050	5525
784	6059	5518
785	6066	5510
786	6074	5503
787	6082	5495
788	6090	5488
789	6099	5482
790	6107	5474
791	6115	5467
792	6123	5459
793	6131	5451
794	6138	5443
795	6146	5435
796	6153	5427
797	6161	5420
798	6170	5413
799	6177	5405
800	6185	5397
801	6193	5390
802	6200	5381
803	6208	5374
804	6215	5366
805	6223	5358
806	6231	5351
807	6238	5343
808	6246	5335
809	6254	5327
810	6261	5319
811	6267	5310
812	6276	5303
813	6283	5295
814	6291	5288
815	6299	5280
816	6307	5272
817	6314	5264
818	6321	5255
819	6328	5248
820	6336	5240
821	6345	5233
822	6354	5226
823	6364	5220
824	6373	5214
825	6381	5207
826	6390	5200
827	6398	5192
828	6404	5183
829	6412	5176
830	6419	5168
831	6426	5160
832	6434	5151
833	6442	5145
834	6450	5137
835	6458	5129
836	6466	5121
837	6475	5115
838	6484	5108
839	6491	5100
840	6500	5093
841	6507	5085
842	6514	5077
843	6522	5069
844	6530	5062
845	6538	5054
846	6545	5046
847	6553	5038
848	6561	5031
849	6569	5023
850	6577	5016
851	6585	5008
852	6593	5001
853	6602	4994
854	6611	4987
855	6619	4979
856	6627	4972
857	6637	4966
858	6644	4957
859	6652	4950
860	6660	4943
861	6668	4935
862	6676	4928
863	6684	4920
864	6692	4912
865	6699	4904
866	6706	4896
867	6714	4888
868	6723	4882
869	6731	4874
870	6739	4866
871	6746	4858
872	6753	4850
873	6762	4843
874	6769	4835
875	6778	4828
876	6786	4820
877	6794	4813
878	6803	4806
879	6810	4798
880	6817	4790
881	6826	4783
882	6834	4775
883	6842	4768
884	6849	4760
885	6856	4751
886	6864	4744
887	6871	4735
888	6879	4727
889	6887	4720
890	6894	4712
891	6903	4705
892	6911	4697
893	6918	4689
894	6926	4682
895	6935	4675
896	6942	4666
897	6949	4658
898	6956	4650
899	6964	4643
900	6972	4635
901	6978	4626
902	6987	4619
903	6994	4611
904	7003	4604
905	7011	4596
906	7018	4588
907	7026	4580
908	7033	4573
909	7041	4565
910	7048	4557
911	7055	4549
912	7062	4540
913	7070	4533
914	7078	4525
915	7084	4516
916	7092	4509
917	7099	4500
918	7106	4492
919	7114	4485
920	7121	4477
921	7129	4469
922	7137	4461
923	7145	4454
924	7153	4446
925	7160	4438
926	7168	4431
927	7176	4423
928	7184	4416
929	7193	4408
930	7201	4401
931	7208	4393
932	7215	4384
933	7222	4376
934	7230	4368
935	7238	4361
936	7246	4354
937	7253	4345
938	7261	4338
939	7267	4329
940	7275	4321
941	7282	4313
942	7289	4305
943	7297	4297
944	7304	4290
945	7312	4282
946	7320	4274
947	7328	4267
948	7336	4259
949	7344	4252
950	7352	4244
951	7360	4237
952	7368	4229
953	7376	4221
954	7382	4213
955	7390	4205
956	7397	4197
957	7405	4189
958	7413	4182
959	7420	4174
960	7427	4166
961	7434	4157
962	7441	4149
963	7449	4141
964	7458	4135
965	7467	4127
966	7475	4120
967	7483	4112
968	7490	4104
969	7498	4097
970	7506	4089
971	7513	4081
972	7520	4073
973	7528	4065
974	7534	4057
975	7541	4049
976	7549	4041
977	7556	4033
978	7566	4026
979	7573	4018
980	7581	4011
981	7590	4003
982	7598	3996
983	7605	3988
984	7614	3981
985	7622	3973
986	7630	3965
987	7639	3958
988	7646	3950
989	7655	3943
990	7663	3935
991	7670	3928
992	7679	3920
993	7687	3913
994	7695	3905
995	7703	3898
996	7710	3890
997	7718	3882
998	7726	3875
999	7733	3866
1000	7741	3859
1001	7749	3851
1002	7757	3843
1003	7765	3836
1004	7774	3829
1005	7781	3821
1006	7788	3812
1007	7793	3804
1008	7800	3795
1009	7806	3787
1010	7812	3778
1011	7818	3770
1012	7825	3762
1013	7832	3753
1014	7838	3745
1015	7844	3736
1016	7850	3728
1017	7857	3720
1018	7863	3711
1019	7869	3703
1020	7876	3695
1021	7883	3686
1022	7889	3678
1023	7897	3671
1024	7905	3663
1025	7913	3655
1026	7921	3648
1027	7929	3640
1028	7936	3632
1029	7945	3625
1030	7953	3617
1031	7960	3610
1032	7969	3602
1033	7977	3595
1034	7983	3586
1035	7992	3579
1036	8001	3572
1037	8009	3564
1038	8017	3557
1039	8026	3550
1040	8033	3542
1041	8041	3534
1042	8048	3526
1043	8056	3518
1044	8063	3510
1045	8071	3503
1046	8079	3495
1047	8087	3488
1048	8095	3480
1049	8103	3472
1050	8111	3465
1051	8120	3458
1052	8128	3450
1053	8135	3442
1054	8144	3435
1055	8153	3428
1056	8161	3420
1057	8170	3413
1058	8178	3405
1059	8185	3397
1060	8193	3390
1061	8201	3382
1062	8210	3375
1063	8219	3368
1064	8228	3360
1065	8235	3353
1066	8243	3345
1067	8251	3337
1068	8259	3330
1069	8266	3322
1070	8274	3314
1071	8281	3306
1072	8288	3298
1073	8295	3290
1074	8304	3283
1075	8312	3275
1076	8321	3268
1077	8328	3260
1078	8335	3252
1079	8343	3244
1080	8350	3236
1081	8357	3228
1082	8365	3221
1083	8373	3213
1084	8381	3205
1085	8390	3198
1086	8397	3190
1087	8405	3183
1088	8413	3175
1089	8421	3167
1090	8429	3160
1091	8436	3151
1092	8443	3144
1093	8452	3136
1094	8460	3129
1095	8467	3121
1096	8474	3113
1097	8482	3105
1098	8489	3097
1099	8497	3089
1100	8504	3081
1101	8511	3073
1102	8518	3065
1103	8525	3058
1104	8533	3050
1105	8540	3042
1106	8548	3034
1107	8556	3027
1108	8563	3019
1109	8571	3011
1110	8579	3003
1111	8586	2996
1112	8594	2988
1113	8603	2980
1114	8610	2973
1115	8618	2965
1116	8625	2957
1117	8634	2950
1118	8641	2942
1119	8648	2934
1120	8651	2925
1121	8660	2917
1122	8667	2909
1123	8675	2902
1124	8683	2894
1125	8690	2886
1126	8698	2878
1127	8705	2870
1128	8713	2863
1129	8720	2855
1130	8728	2847
1131	8735	2839
1132	8744	2832
1133	8751	2824
1134	8759	2816
1135	8766	2809
1136	8776	2801
1137	8783	2794
1138	8791	2786
1139	8798	2778
1140	8806	2770
1141	8814	2763
1142	8821	2755
1143	8828	2747
1144	8835	2739
1145	8841	2731
1146	8848	2723
1147	8856	2715
1148	8864	2707
1149	8872	2700
1150	8880	2692
1151	8886	2684
1152	8895	2677
1153	8901	2669
1154	8909	2661
1155	8917	2653
1156	8925	2645
1157	8932	2638
1158	8940	2630
1159	8948	2622
1160	8955	2614
1161	8962	2607
1162	8970	2599
1163	8979	2591
1164	8986	2584
1165	8994	2576
1166	9002	2568
1167	9010	2561
1168	9019	2553
1169	9027	2546
1170	9035	2538
1171	9043	2530
1172	9050	2523
1173	9058	2515
1174	9065	2507
1175	9072	2499
1176	9079	2491
1177	9088	2484
1178	9096	2476
1179	9103	2468
1180	9112	2461
1181	9119	2453
1182	9129	2446
1183	9137	2438
1184	9145	2431
1185	9153	2423
1186	9161	2415
1187	9168	2407
1188	9176	2400
1189	9183	2392
1190	9191	2384
1191	9197	2376
1192	9205	2368
1193	9212	2360
1194	9220	2353
1195	9229	2345
1196	9237	2338
1197	9246	2330
1198	9253	2323
1199	9262	2315
1200	9271	2308
1201	9278	2300
1202	9286	2292
1203	9293	2284
1204	9301	2277
1205	9308	2269
1206	9315	2261
1207	9322	2253
1208	9330	2245
1209	9338	2238
1210	9345	2230
1211	9353	2222
1212	9359	2214
1213	9366	2206
1214	9373	2198
1215	9381	2191
1216	9389	2183
1217	9397	2175
1218	9406	2168
1219	9413	2160
1220	9422	2152
1221	9431	2145
1222	9440	2138
1223	9448	2130
1224	9456	2122
1225	9463	2115
1226	9470	2107
1227	9478	2099
1228	9485	2091
1229	9493	2084
1230	9502	2076
1231	9510	2068
1232	9518	2061
1233	9526	2053
1234	9535	2046
1235	9542	2038
1236	9549	2030
1237	9557	2022
1238	9565	2014
1239	9573	2007
1240	9581	1999
1241	9589	1992
1242	9598	1984
1243	9607	1977
1244	9617	1969
1245	9624	1962
1246	9633	1954
1247	9641	1946
1248	9648	1939
1249	9657	1931
1250	9665	1923
1251	9674	1916
1252	9682	1908
1253	9690	1901
1254	9698	1893
1255	9707	1885
1256	9715	1878
1257	9724	1870
1258	9732	1863
1259	9740	1855
1260	9748	1847
1261	9755	1839
1262	9762	1831
1263	9772	1824
1264	9780	1817
1265	9788	1809
1266	9797	1801
1267	9803	1793
1268	9811	1786
1269	9818	1778
1270	9825	1770
1271	9833	1762
1272	9841	1754
1273	9848	1747
1274	9856	1739
1275	9864	1731
1276	9871	1723
1277	9879	1716
1278	9888	1708
1279	9896	1700
1280	9903	1693
1281	9911	1685
1282	9920	1677
1283	9928	1670
1284	9937	1662
1285	9944	1654
1286	9953	1647
1287	9961	1639
1288	9970	1632
1289	9977	1624
1290	9986	1616
1291	9993	1608
1292	10002	1601
1293	10011	1593
1294	10019	1586
1295	10025	1578
1296	10033	1570
1297	10041	1562
1298	10049	1555
1299	10057	1547
1300	10064	1539
1301	10071	1531
1302	10078	1523
1303	10086	1516
1304	10095	1508
1305	10102	1500
1306	10110	1492
1307	10118	1485
1308	10127	1477
1309	10134	1469
1310	10142	1462
1311	10150	1454
1312	10157	1446
1313	10165	1438
1314	10172	1431
1315	10178	1423
1316	10186	1415
1317	10193	1407
1318	10200	1399
1319	10208	1392
1320	10215	1384
1321	10222	1376
1322	10229	1368
1323	10236	1360
1324	10243	1352
1325	10255	1345
1326	10263	1338
1327	10270	1330
1328	10278	1322
1329	10285	1314
1330	10292	1306
1331	10300	1299
1332	10308	1291
1333	10315	1283
1334	10325	1276
1335	10334	1268
1336	10342	1260
1337	10350	1253
1338	10357	1245
1339	10365	1237
1340	10373	1229
1341	10381	1222
1342	10388	1214
1343	10396	1206
1344	10404	1199
1345	10412	1191
1346	10420	1183
1347	10428	1175
1348	10437	1168
1349	10443	1160
1350	10450	1152
1351	10459	1144
1352	10466	1137
1353	10474	1129
1354	10481	1121
1355	10489	1113
1356	10497	1106
1357	10504	1098
1358	10513	1090
1359	10521	1083
1360	10530	1075
1361	10538	1067
1362	10546	1060
1363	10553	1052
1364	10560	1044
1365	10568	1036
1366	10575	1028
1367	10583	1021
1368	10590	1013
1369	10597	1005
1370	10605	997
1371	10612	990
1372	10621	982
1373	10629	974
1374	10636	966
1375	10645	959
1376	10654	951
1377	10661	943
1378	10670	936
1379	10679	928
1380	10688	921
1381	10697	913
1382	10703	905
1383	10710	897
1384	10719	890
1385	10727	882
1386	10735	874
1387	10742	866
1388	10750	859
1389	10757	851
1390	10764	843
1391	10774	835
1392	10781	828
1393	10791	820
1394	10799	812
1395	10807	805
1396	10815	797
1397	10823	789
1398	10831	781
1399	10839	774
1400	10846	766
1401	10854	758
1402	10862	751
1403	10870	743
1404	10877	735
1405	10885	727
1406	10892	719
1407	10899	712
1408	10907	704
1409	10916	696
1410	10923	689
1411	10930	681
1412	10937	673
1413	10943	665
1414	10950	657
1415	10960	650
1416	10967	642
1417	10975	634
1418	10983	626
1419	10990	619
1420	10998	611
1421	11005	603
1422	11013	595
1423	11021	588
1424	11030	580
1425	11038	572
1426	11046	565
1427	11055	557
1428	11064	549
1429	11072	542
1430	11079	534
1431	11087	526
1432	11094	518
1433	11101	510
1434	11109	503
1435	11118	495
1436	11126	487
1437	11133	480
1438	11140	472
1439	11148	464
1440	11156	456
1441	11165	449
1442	11173	441
1443	11182	433
1444	11189	425
1445	11196	418
1446	11203	410
1447	11211	402
1448	11219	394
1449	11226	387
1450	11234	379
1451	11242	371
1452	11251	363
1453	11259	356
1454	11266	348
1455	11274	340
1456	11282	332
1457	11292	325
1458	11300	317
1459	11309	309
1460	11319	302
1461	11328	294
1462	11338	286
1463	11347	279
1464	11356	271
1465	11365	263
1466	11372	255
1467	11381	248
1468	11387	240
1469	11394	232
1470	11401	224
1471	11409	217
1472	11417	209
1473	11426	201
1474	11435	193
1475	11442	186
1476	11449	178
1477	11456	170
1478	11465	162
1479	11473	155
1480	11481	147
1481	11487	139
1482	11495	131
1483	11503	124
1484	11511	116
1485	11519	108
1486	11526	100
1487	11534	93
1488	11541	85
1489	11549	77
1490	11556	69
1491	11564	62
1492	11571	54
1493	11577	46
1494	11584	38
1495	11590	30
1496	11597	23
1497	11603	15
1498	11610	7
1499	11617	0
