iter	RMSE
879	0.03145452611
880	0.03143411883
881	0.03136888223
882	0.031327537
883	0.03132664671
884	0.03125745586
885	0.0311910011
886	0.03115469058
887	0.03113152144
888	0.03112315118
889	0.03106175354
890	0.03100667383
891	0.03097339867
892	0.030972086
893	0.03096536613
894	0.03096080947
895	0.03089917349
896	0.03082541157
897	0.03078153722
898	0.03075906217
899	0.03069771521
900	0.03064918996
901	0.03060912068
902	0.03059537613
903	0.0305925395
904	0.03055335401
905	0.03055195212
906	0.03051018775
907	0.03050936992
908	0.03050749235
909	0.03049793294
910	0.03047636178
911	0.0304420331
912	0.03039503146
913	0.03038891998
914	0.03034672785
915	0.03030611544
916	0.03030514794
917	0.03025154702
918	0.0302096873
919	0.03015129763
920	0.0301310758
921	0.03010152213
922	0.0300604268
923	0.03005369466
924	0.03002831175
925	0.02999803277
926	0.02997540749
927	0.02997194755
928	0.02993182584
929	0.02992698522
930	0.02992417811
931	0.0299122603
932	0.02989165502
933	0.02986640197
934	0.02984382806
935	0.02980516938
936	0.02979512823
937	0.02979295166
938	0.0297719021
939	0.02969954996
940	0.0296580158
941	0.02960802219
942	0.02955623536
943	0.02955138292
944	0.02948695434
945	0.02948208225
946	0.02947308533
947	0.02944286782
948	0.02939896379
949	0.02937653862
950	0.02935501476
951	0.02932614247
952	0.02931851944
953	0.02927221486
954	0.02924438551
955	0.02922893712
956	0.02922624746
957	0.02921517335
958	0.02919952572
959	0.02917639999
960	0.02917353741
961	0.02914276717
962	0.02910561489
963	0.02910191759
964	0.02908964678
965	0.02904990857
966	0.02902190888
967	0.02899121441
968	0.02893663169
969	0.0289246329
970	0.02887494664
971	0.02886240398
972	0.02883120058
973	0.02880647082
974	0.02878602047
975	0.02876079474
976	0.02870518629
977	0.02868527071
978	0.02866228885
979	0.02865702773
980	0.02864297653
981	0.02861329691
982	0.02849525696
983	0.0284177244
984	0.02840366962
985	0.02837879441
986	0.02834478252
987	0.02832930271
988	0.02832028878
989	0.02830675735
990	0.02824468685
991	0.02821510787
992	0.02818558832
993	0.02816697602
994	0.0281354049
995	0.02809926932
996	0.02809176561
997	0.02808346267
998	0.0280674144
999	0.02803053634
1000	0.02802391999
1001	0.02802049822
1002	0.02800773168
1003	0.0279722674
1004	0.02794651741
1005	0.02794434361
1006	0.02788132715
1007	0.02784396171
1008	0.02784253848
1009	0.02775928173
1010	0.02773235737
1011	0.02771596504
1012	0.02769841498
1013	0.0276631552
1014	0.02765016679
1015	0.02760037183
1016	0.02759825032
1017	0.02756986
1018	0.02750392148
1019	0.02745559226
1020	0.02738972523
1021	0.02738333124
1022	0.02736317113
1023	0.0273493149
1024	0.02734767812
1025	0.0273248853
1026	0.02730241919
1027	0.02727215603
1028	0.02726036263
1029	0.02721033342
1030	0.02720492411
1031	0.02717689305
1032	0.02716866792
1033	0.02715832696
1034	0.02714619034
1035	0.02710469368
1036	0.02707369382
1037	0.02703704026
1038	0.02702847552
1039	0.02700903815
1040	0.02697066778
1041	0.02696211536
1042	0.0269615469
1043	0.02694152882
1044	0.02692368871
1045	0.02691049099
1046	0.02689336923
1047	0.02687415589
1048	0.02682452711
1049	0.02676655581
1050	0.02672928449
1051	0.02670012549
1052	0.02669858707
1053	0.0266737212
1054	0.02663528576
1055	0.02661494931
1056	0.02661436114
1057	0.02661121142
1058	0.02657302711
1059	0.02656937885
1060	0.0265644049
1061	0.02654112518
1062	0.02653081793
1063	0.02652633701
1064	0.026518845
1065	0.02651299996
1066	0.02650305788
1067	0.0264315446
1068	0.02639836294
1069	0.02636745214
1070	0.02636227201
1071	0.02632825651
1072	0.02629592118
1073	0.02628275505
1074	0.02626799718
1075	0.02625911215
1076	0.02624718369
1077	0.02622999357
1078	0.02618926637
1079	0.02617293364
1080	0.0261282777
1081	0.02606702578
1082	0.02606426721
1083	0.02605474392
1084	0.02605143563
1085	0.02595911052
1086	0.0259105409
1087	0.0258748158
1088	0.02585369373
1089	0.02585067918
1090	0.02583789259
1091	0.02580041052
1092	0.02577229089
1093	0.02574497439
1094	0.0257440652
1095	0.02574217228
1096	0.02573527137
1097	0.02571886624
1098	0.02570014799
1099	0.02565030406
1100	0.02562233574
1101	0.0256177528
1102	0.02558429877
1103	0.02558217133
1104	0.02555405998
1105	0.02554275979
1106	0.02552578027
1107	0.02545561315
1108	0.02544724362
1109	0.02542915064
1110	0.02540687314
1111	0.02540254093
1112	0.02537397623
1113	0.02537347192
1114	0.02537038262
1115	0.02532361407
1116	0.02530628679
1117	0.02526254773
1118	0.02524584157
1119	0.02523366965
1120	0.02523319974
1121	0.02522732305
1122	0.02519437753
1123	0.02519390514
1124	0.02514089015
1125	0.02513913141
1126	0.02510600481
1127	0.02510283544
1128	0.02508942945
1129	0.02508132804
1130	0.0250553272
1131	0.02501682031
1132	0.02500057603
1133	0.02497223237
1134	0.02493077376
1135	0.02492059478
1136	0.02491959942
1137	0.0248944668
1138	0.02489138479
1139	0.0248460933
1140	0.02483916121
1141	0.02480507829
1142	0.02477767872
1143	0.0247665303
1144	0.02473234891
1145	0.02471231745
1146	0.02470926266
1147	0.02470535268
1148	0.02470505073
1149	0.02464328644
1150	0.02463234363
1151	0.02456670041
1152	0.02455931947
1153	0.02453907254
1154	0.02451596726
1155	0.0245068977
1156	0.02447808842
1157	0.02443991126
1158	0.02440595589
1159	0.02433871098
1160	0.02433019025
1161	0.02430550883
1162	0.02428715716
1163	0.02428201938
1164	0.02425881867
1165	0.02421723206
1166	0.02421083725
1167	0.0242101864
1168	0.02420138164
1169	0.02419626222
1170	0.02416422113
1171	0.02412528918
1172	0.02409501222
1173	0.02407041556
1174	0.02402874864
1175	0.02402716473
1176	0.02396673628
1177	0.02395235873
1178	0.02392585439
1179	0.02391641807
1180	0.02391516958
1181	0.02385783689
1182	0.02385757283
1183	0.0238438958
1184	0.02380980753
1185	0.02379795523
1186	0.0237959482
1187	0.02378469986
1188	0.02378027193
1189	0.02376465214
1190	0.02373714514
1191	0.02367516896
1192	0.02365865531
1193	0.02363224014
1194	0.02362137947
1195	0.02358583565
1196	0.02357103836
1197	0.02356197558
1198	0.02353110356
1199	0.02352583991
1200	0.02350692051
1201	0.02348908133
1202	0.02348750695
1203	0.02343288216
1204	0.02340783989
1205	0.02338218381
1206	0.02338161013
1207	0.02333335316
1208	0.02326911483
1209	0.02326723095
1210	0.02318745813
1211	0.02318618743
1212	0.02318391804
1213	0.02315563773
1214	0.02314974357
1215	0.02310956317
1216	0.02308989693
1217	0.02306386186
1218	0.0230545754
1219	0.02304845144
1220	0.0230436848
1221	0.02302786767
1222	0.02299949123
1223	0.02295845046
1224	0.02295457607
1225	0.02295350507
1226	0.02292479727
1227	0.02289752659
1228	0.02284728097
1229	0.02281865184
1230	0.02279886917
1231	0.02279726666
1232	0.02276761812
1233	0.02274584204
1234	0.0227299991
1235	0.02272849538
1236	0.02269970867
1237	0.02269116987
1238	0.02268759729
1239	0.02268102928
1240	0.02266235037
1241	0.02264466519
1242	0.02263606438
1243	0.02262608376
1244	0.02262526958
1245	0.02259360026
1246	0.02258517278
1247	0.02255706949
1248	0.02252092745
1249	0.02251042374
1250	0.022493811
1251	0.02248452609
1252	0.02246680159
1253	0.02243501093
1254	0.0224322035
1255	0.02241824264
1256	0.02240489584
1257	0.02240457383
1258	0.02238659453
1259	0.02237664354
1260	0.02236349387
1261	0.02234662255
1262	0.02234581764
1263	0.02234425271
1264	0.0223079766
1265	0.0222071302
1266	0.02220580571
1267	0.02214345999
1268	0.02211400068
1269	0.02208274956
1270	0.02206474698
1271	0.02204833329
1272	0.02203204409
1273	0.0220187359
1274	0.02198609012
1275	0.02197252981
1276	0.02191599883
1277	0.02188926518
1278	0.02188186566
1279	0.02186100784
1280	0.02185985044
1281	0.02183984445
1282	0.02179446247
1283	0.02177739758
1284	0.02177171504
1285	0.02175837596
1286	0.02174678419
1287	0.02171854425
1288	0.0217150608
1289	0.02171495676
1290	0.02167247662
1291	0.02166297036
1292	0.02164328289
1293	0.02162110233
1294	0.02157243924
1295	0.02154349106
1296	0.02152025619
1297	0.0215134801
1298	0.02150363342
1299	0.02148678685
1300	0.02143904979
1301	0.02142811186
1302	0.02139881069
1303	0.0213812412
1304	0.02132354607
1305	0.02131514413
1306	0.02129994595
1307	0.02128524863
1308	0.02126091358
1309	0.02125395538
1310	0.02123982776
1311	0.02123838438
1312	0.02118477638
1313	0.02116788949
1314	0.02116715341
1315	0.02116561185
1316	0.02114014838
1317	0.02111635406
1318	0.02109913485
1319	0.02107946707
1320	0.02102923199
1321	0.02101347769
1322	0.02099931473
1323	0.02099466858
1324	0.02096383554
1325	0.02094192381
1326	0.02091714839
1327	0.02089668939
1328	0.02089522247
1329	0.02088965853
1330	0.02088475782
1331	0.02082948216
1332	0.02079243905
1333	0.02078201217
1334	0.0207803934
1335	0.02077818274
1336	0.02075724341
1337	0.0207533445
1338	0.02069680894
1339	0.02067859346
1340	0.02067795462
1341	0.02066347322
1342	0.02060397336
1343	0.02057867691
1344	0.02056600007
1345	0.02056386235
1346	0.02053377061
1347	0.02051500984
1348	0.02048873216
1349	0.02047388037
1350	0.02045283379
1351	0.02042831285
1352	0.02042646825
1353	0.02037977533
1354	0.02037628966
1355	0.02037332533
1356	0.02036162704
1357	0.02035934153
1358	0.02035687508
1359	0.02035056347
1360	0.02033654318
1361	0.02031805899
1362	0.02028210371
1363	0.02028052218
1364	0.02026490701
1365	0.02024687463
1366	0.02024412335
1367	0.02021531879
1368	0.02017792017
1369	0.02016104491
1370	0.02016094071
1371	0.02014186356
1372	0.02013504848
1373	0.02010479246
1374	0.02009470224
1375	0.02008238207
1376	0.02008126105
1377	0.02007782475
1378	0.02007102406
1379	0.02003209188
1380	0.01999489254
1381	0.01997631492
1382	0.01992398481
1383	0.01989169818
1384	0.01988755248
1385	0.01988309197
1386	0.01986846801
1387	0.01980795485
1388	0.01980356119
1389	0.01978503144
1390	0.01974600471
1391	0.01972651767
1392	0.0197253362
1393	0.01971912962
1394	0.01969018248
1395	0.019687545
1396	0.01966075868
1397	0.01965009184
1398	0.01964551085
1399	0.01961821952
1400	0.01960567257
1401	0.0195838326
1402	0.01958378038
1403	0.01957125999
1404	0.01953767088
1405	0.0195358536
1406	0.01951371337
1407	0.01949791853
1408	0.01948038987
1409	0.01947195924
1410	0.01946232375
1411	0.01941596461
1412	0.01941440014
1413	0.01940475
1414	0.01938914391
1415	0.01938619869
1416	0.01935511084
1417	0.01932425756
1418	0.01931183208
1419	0.01930028661
1420	0.01928806046
1421	0.01925373596
1422	0.01924404973
1423	0.0192396386
1424	0.01922617483
1425	0.01922516221
1426	0.01921066508
1427	0.01919768258
1428	0.01915142208
1429	0.01914765946
1430	0.01911509276
1431	0.01910196818
1432	0.01910099675
1433	0.01907419473
1434	0.01904934652
1435	0.019021529
1436	0.01899845978
1437	0.01892748601
1438	0.01891778452
1439	0.01889155181
1440	0.01888407786
1441	0.01887500046
1442	0.01887434191
1443	0.01886121005
1444	0.01884611546
1445	0.01884510682
1446	0.01883566776
1447	0.01880985403
1448	0.01879847404
1449	0.0187732561
1450	0.01875354549
1451	0.01873295486
1452	0.01871775101
1453	0.01870488771
1454	0.01870117453
1455	0.0186970968
1456	0.01865628832
1457	0.01864123364
1458	0.0185898029
1459	0.01855915147
1460	0.01855862891
1461	0.01855555637
1462	0.01852791187
1463	0.01850475418
1464	0.01847494959
1465	0.01845255652
1466	0.01845043585
1467	0.01844804649
1468	0.01844758613
1469	0.01841269153
1470	0.01840605375
1471	0.01839992107
1472	0.01839705278
1473	0.01839387084
1474	0.01838770465
1475	0.01836949775
1476	0.01834569131
1477	0.0183217923
1478	0.01830027896
1479	0.01828267226
1480	0.01827099076
1481	0.01825576116
1482	0.01825341713
1483	0.01825128109
1484	0.01823381574
1485	0.01820946475
1486	0.01819543016
1487	0.01811691971
1488	0.01811387887
1489	0.01809486755
1490	0.01803257599
1491	0.0180270413
1492	0.0180257139
1493	0.01800726165
1494	0.01796260806
1495	0.01792846633
1496	0.017926044
1497	0.01791358734
1498	0.01789879855
1499	0.01788257318
